Lineage,Hits,Percentage,GIs

cellular organisms(131567)/Bacteria(2)/Proteobacteria(1224)/Alphaproteobacteria(28211),10,100,2660724/2660724/2660724/2660724/2660724/2660724/2660724/2660724/2660724/2660724
